Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
Alaska,2020,29,7/18/2020,89,72,0,20,,,0,,0,,,12,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,30,7/25/2020,92,75,0,20,,,,,0,,,18,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,31,8/1/2020,114,83,0,17,,,0,,,,,17,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,32,8/8/2020,101,86,,15,,,0,,0,,,20,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,33,8/15/2020,74,66,0,15,,,0,,0,,,17,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,34,8/22/2020,116,101,,25,,,,,0,0,,27,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,35,8/29/2020,93,75,,23,,,0,,0,0,,11,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,36,9/5/2020,105,89,,20,,,,,,0,0,18,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,37,9/12/2020,87,72,,22,,,0,,0,,,12,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,38,9/19/2020,104,79,,16,,,0,,,,,10,11,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,39,9/26/2020,114,96,,18,,,0,,,,,18,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,40,10/3/2020,78,64,0,,,,0,,,0,,19,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,41,10/10/2020,116,96,,20,,,,,,,,26,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,42,10/17/2020,101,91,,25,,,0,,,,0,14,,10,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9)
Alaska,2020,43,10/24/2020,102,89,0,17,,,,,0,,,27,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,44,10/31/2020,107,94,0,30,,,,,0,,,12,,10,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9)
Alaska,2020,45,11/7/2020,114,91,0,22,,,,,0,,0,19,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,46,11/14/2020,114,99,0,21,,,,,0,,,18,,16,15,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,47,11/21/2020,122,108,0,22,,,0,,0,,,18,,15,13,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,48,11/28/2020,113,106,,20,,,0,,,,,18,,21,16,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,49,12/5/2020,118,102,,17,,,,,0,,0,,,31,29,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,
Alaska,2020,50,12/12/2020,134,118,0,24,,,,,0,0,,26,,24,22,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,51,12/19/2020,98,90,,19,,,,0,0,,0,16,,19,18,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,52,12/26/2020,114,99,,16,,,,0,,,0,24,,24,19,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,53,1/2/2021,104,89,,17,,,0,,,0,,11,,10,10,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2021,1,1/9/2021,109,95,,15,,,,,,,,25,,13,12,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2021,2,1/16/2021,127,116,,26,,,,0,,,,27,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2021,3,1/23/2021,95,83,,24,,,0,,,0,0,15,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2021,4,1/30/2021,89,78,,18,,,0,,0,0,,15,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2021,5,2/6/2021,83,72,,21,,,0,,,,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2021,6,2/13/2021,90,74,,18,0,,0,,,,0,17,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2021,7,2/20/2021,83,73,,,,,0,,,,0,16,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2021,8,2/27/2021,86,75,,14,0,,,,,,,16,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2021,9,3/6/2021,87,80,,16,,0,,,,,,19,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2021,10,3/13/2021,70,63,,16,,0,,,,,,13,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2021,11,3/20/2021,77,69,0,20,,,0,,,0,0,13,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2021,12,3/27/2021,66,61,,12,,,,,,,0,13,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2021,13,4/3/2021,63,57,0,14,,,0,,,,,12,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2021,14,4/10/2021,57,52,0,10,,,0,,0,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2021,15,4/17/2021,40,39,0,10,,0,0,,,,0,,0,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2021,16,4/24/2021,11,10,0,,,0,0,0,0,0,0,,0,0,0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,
Arizona,2020,1,1/4/2020,1301,1182,,248,47,66,30,90,17,11,17,314,55,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,2,1/11/2020,1391,1249,,277,58,67,26,85,20,19,21,299,64,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,3,1/18/2020,1315,1175,,265,46,65,31,75,30,20,14,275,66,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,4,1/25/2020,1275,1156,10,241,54,58,36,77,25,20,19,282,58,0,0,,,,,,,,,,,,,,,
Arizona,2020,5,2/1/2020,1265,1131,,265,49,55,34,75,19,17,16,289,64,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,6,2/8/2020,1264,1137,,239,52,66,30,78,17,12,24,279,63,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,7,2/15/2020,1313,1191,,248,53,66,33,88,18,10,19,297,71,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,8,2/22/2020,1342,1184,,261,37,60,31,83,16,17,20,289,65,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,9,2/29/2020,1352,1196,,257,53,64,33,84,27,14,25,273,71,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,10,3/7/2020,1380,1235,12,256,44,67,29,79,30,16,23,312,73,0,0,,,,,,,,,,,,,,,
Arizona,2020,11,3/14/2020,1349,1200,,255,46,64,32,102,27,17,22,295,72,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,12,3/21/2020,1290,1158,,262,44,63,36,79,30,13,20,259,65,,,,,Suppressed (counts 1-9),,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Arizona,2020,13,3/28/2020,1324,1215,,263,52,66,37,81,20,20,19,277,61,31,29,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,14,4/4/2020,1357,1234,,259,40,66,25,79,26,15,19,256,57,58,55,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,15,4/11/2020,1403,1261,11,243,58,57,26,84,28,17,16,255,69,91,88,,,,,,,,,,,,,,,
Arizona,2020,16,4/18/2020,1316,1192,10,255,38,69,22,74,13,21,15,247,48,96,87,,,,,,,,,,,,,,,
Arizona,2020,17,4/25/2020,1384,1280,,266,39,76,18,64,24,14,21,283,63,106,99,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,18,5/2/2020,1404,1268,,240,57,56,24,74,14,17,20,317,75,106,96,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,19,5/9/2020,1427,1286,10,253,47,60,16,77,21,11,33,284,60,126,121,,,,,,,,,,,,,,,
Arizona,2020,20,5/16/2020,1306,1156,,233,40,65,17,65,23,21,18,227,53,118,111,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,21,5/23/2020,1289,1140,10,238,54,79,15,59,22,12,12,233,67,98,89,,,,,,,,,,,,,,,
Arizona,2020,22,5/30/2020,1310,1170,,244,47,43,17,74,22,19,19,249,61,115,100,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,23,6/6/2020,1399,1213,,253,39,64,16,62,14,12,11,270,60,132,127,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,24,6/13/2020,1463,1295,10,247,47,66,13,73,26,12,18,280,55,173,154,,,,,,,,,,,,,,,
Arizona,2020,25,6/20/2020,1550,1389,13,262,56,71,12,82,29,13,19,261,64,208,195,,,,,,,,,,,,,,,
Arizona,2020,26,6/27/2020,1616,1460,12,260,46,71,16,68,26,24,21,289,62,258,239,,,,,,,,,,,,,,,
Arizona,2020,27,7/4/2020,1773,1610,,247,58,78,21,70,25,13,20,293,66,388,360,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,28,7/11/2020,1952,1774,12,250,68,76,34,81,39,13,26,313,62,508,481,,,,,,,,,,,,,,,
Arizona,2020,29,7/18/2020,1995,1741,,237,48,78,29,69,27,17,23,320,58,548,509,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,30,7/25/2020,1863,1670,,263,52,85,16,61,21,11,32,293,58,475,448,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,31,8/1/2020,1792,1569,13,246,58,63,29,75,20,13,25,282,65,390,362,,,,,,,,,,,,,,,
Arizona,2020,32,8/8/2020,1586,1388,,240,44,51,17,65,14,20,23,268,62,305,279,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,33,8/15/2020,1526,1360,,242,56,61,20,56,21,11,29,242,55,249,232,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,34,8/22/2020,1505,1300,,259,49,62,14,74,19,,27,272,59,174,155,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Arizona,2020,35,8/29/2020,1467,1271,,267,69,64,12,60,21,14,29,269,72,129,114,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,36,9/5/2020,1295,1127,,229,43,54,12,52,20,20,24,272,40,95,79,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,37,9/12/2020,1282,1122,10,243,42,45,14,55,26,15,19,260,58,61,56,,,,,,,,,,,,,,,
Arizona,2020,38,9/19/2020,1259,1125,,238,43,54,14,57,,13,20,270,62,66,55,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Arizona,2020,39,9/26/2020,1285,1152,11,241,51,61,11,65,16,10,19,239,63,56,44,,,,,,,,,,,,,,,
Arizona,2020,40,10/3/2020,1201,1046,,213,28,48,18,61,10,15,26,268,56,35,30,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,41,10/10/2020,1239,1097,,230,45,60,,58,22,18,12,225,56,53,47,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
Arizona,2020,42,10/17/2020,1236,1094,19,221,40,43,12,61,21,18,19,261,67,47,39,,,,,,,,,,,,,,,
Arizona,2020,43,10/24/2020,1282,1140,,247,45,52,18,58,17,16,21,254,65,63,57,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,44,10/31/2020,1312,1161,,233,40,48,12,66,20,11,18,261,60,82,71,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,45,11/7/2020,1397,1246,,243,45,60,13,63,16,12,25,290,56,125,102,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,46,11/14/2020,1252,1143,,225,39,61,14,54,13,11,14,255,48,123,112,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,47,11/21/2020,1525,1386,12,250,47,65,18,71,16,11,25,302,66,202,181,,,,,,,,,,,,,,,
Arizona,2020,48,11/28/2020,1530,1399,,230,45,48,16,51,23,10,17,270,55,307,285,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,49,12/5/2020,1696,1574,10,223,76,51,19,68,23,10,19,285,61,416,387,,,,,,,,,,,,,,,
Arizona,2020,50,12/12/2020,2002,1862,,247,64,78,27,84,26,14,27,309,77,571,525,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,51,12/19/2020,2097,1967,,248,56,64,35,75,22,21,22,303,72,732,680,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,52,12/26/2020,2205,2070,,264,50,77,26,91,26,17,33,319,78,763,707,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,53,1/2/2021,2299,2146,12,241,67,61,28,82,30,15,29,339,59,877,812,,,,,,,,,,,,,,,
Arizona,2021,1,1/9/2021,2423,2263,10,262,78,78,22,79,34,20,28,350,53,939,889,,,,,,,,,,,,,,,
Arizona,2021,2,1/16/2021,2453,2292,13,265,58,67,26,68,29,28,29,336,78,990,934,,,,,,,,,,,,,,,
Arizona,2021,3,1/23/2021,2392,2242,13,252,54,72,30,76,24,19,32,327,83,951,886,,,,,,,,,,,,,,,
Arizona,2021,4,1/30/2021,2051,1927,,244,57,56,28,66,21,14,31,320,54,760,702,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2021,5,2/6/2021,1908,1748,10,228,45,41,18,73,28,14,37,282,68,628,584,,,,,,,,,,,,,,,
Arizona,2021,6,2/13/2021,1677,1547,15,229,38,56,20,55,26,17,40,271,59,486,440,,,,,,,,,,,,,,,
Arizona,2021,7,2/20/2021,1548,1426,,245,47,42,17,71,17,19,41,255,56,335,304,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2021,8,2/27/2021,1511,1385,,250,44,53,12,63,18,17,42,276,48,234,209,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2021,9,3/6/2021,1489,1380,13,248,43,51,17,80,10,23,66,292,64,182,157,,,,,,,,,,,,,,,
Arizona,2021,10,3/13/2021,1404,1294,11,239,52,44,13,65,16,14,73,287,81,127,102,,,,,,,,,,,,,,,
Arizona,2021,11,3/20/2021,1377,1264,,264,58,56,14,69,15,22,77,265,64,117,94,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2021,12,3/27/2021,1273,1176,11,231,45,55,,61,22,,99,244,63,69,57,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Arizona,2021,13,4/3/2021,1317,1207,11,251,47,55,,54,25,19,84,263,69,52,43,,,,,,,Suppressed (counts 1-9),,,,,,,,
Arizona,2021,14,4/10/2021,1196,1115,11,235,31,51,17,62,15,17,99,222,53,59,52,,,,,,,,,,,,,,,
Arizona,2021,15,4/17/2021,1075,1010,,227,39,32,12,54,,13,104,205,64,46,38,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Arizona,2021,16,4/24/2021,826,791,,160,31,34,12,42,24,14,89,153,34,25,22,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arkansas,2020,1,1/4/2020,672,630,17,114,25,38,18,62,,,,174,34,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2020,2,1/11/2020,686,629,10,144,26,37,21,63,,13,,165,33,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2020,3,1/18/2020,658,610,11,123,24,33,20,44,,15,,167,23,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2020,4,1/25/2020,616,576,,131,19,28,17,55,14,,,161,23,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2020,5,2/1/2020,681,615,11,124,19,43,20,54,11,20,,151,24,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2020,6,2/8/2020,673,637,,136,16,47,21,60,,15,,170,27,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2020,7,2/15/2020,688,639,,121,26,33,20,56,12,11,,179,28,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2020,8,2/22/2020,695,650,14,134,27,53,20,49,10,15,,166,33,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2020,9,2/29/2020,656,618,15,139,33,29,,45,12,22,0,167,32,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
Arkansas,2020,10,3/7/2020,696,630,11,134,19,45,24,64,10,14,,147,25,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2020,11,3/14/2020,628,572,13,116,24,28,13,46,,13,,149,41,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2020,12,3/21/2020,639,592,,120,18,29,23,50,13,14,,148,30,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2020,13,3/28/2020,641,591,,123,20,32,19,43,,21,,156,22,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Arkansas,2020,14,4/4/2020,606,561,,116,26,28,16,51,,12,0,146,21,11,11,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Arkansas,2020,15,4/11/2020,636,588,,113,21,28,19,54,,20,,147,29,14,12,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2020,16,4/18/2020,637,573,10,117,11,38,10,38,,16,,163,29,12,11,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2020,17,4/25/2020,615,562,,116,16,35,15,42,,16,,129,34,14,12,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2020,18,5/2/2020,630,567,,110,24,29,10,48,12,18,,132,35,22,18,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2020,19,5/9/2020,661,616,,122,31,33,10,55,,17,,165,41,24,20,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2020,20,5/16/2020,582,533,,117,21,29,15,38,,15,,141,26,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Arkansas,2020,21,5/23/2020,642,586,,116,23,42,,51,11,10,,148,30,20,15,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Arkansas,2020,22,5/30/2020,610,554,,120,31,32,,37,,12,,153,23,19,14,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2020,23,6/6/2020,648,578,13,128,24,29,,40,,11,,164,23,26,18,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2020,24,6/13/2020,652,587,,116,23,29,11,40,,14,,166,35,34,33,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
